"","num","Differences","sequencename"
"1",1,642,"gi|8486127|ref|NC_002018.1|A/Puerto_Rico/8/1934_H1N1_|NA|NA|Puerto_Rico|NA"
"835",835,34,"gi|505554637|gb|KC986632.1|B/Guangdong/GZ083/2009|15_May_2009|2009|China|AS"
"836",836,33,"gi|505554739|gb|KC986666.1|B/Guangdong/GZ122/2009|17_Jun_2009|2009|China|AS"
"837",837,33,"gi|505554577|gb|KC986612.1|B/Guangdong/GZ055/2009|03_Apr_2009|2009|China|AS"
"838",838,32,"gi|505554760|gb|KC986673.1|B/Guangdong/GZ142/2009|08_May_2009|2009|China|AS"
"839",839,32,"gi|505554655|gb|KC986638.1|B/Guangdong/GZ090/2009|20_May_2009|2009|China|AS"
"840",840,31,"gi|505554754|gb|KC986671.1|B/Guangdong/GZ140/2009|30_Apr_2009|2009|China|AS"
"841",841,33,"gi|505554685|gb|KC986648.1|B/Guangdong/GZ101/2009|03_Jun_2009|2009|China|AS"
"842",842,32,"gi|505554595|gb|KC986618.1|B/Guangdong/GZ062/2009|25_Mar_2009|2009|China|AS"
"843",843,31,"gi|505554583|gb|KC986614.1|B/Guangdong/GZ058/2009|20_Mar_2009|2009|China|AS"
"844",844,31,"gi|505554592|gb|KC986617.1|B/Guangdong/GZ061/2009|25_Mar_2009|2009|China|AS"
"845",845,31,"gi|505554586|gb|KC986615.1|B/Guangdong/GZ059/2009|20_Mar_2009|2009|China|AS"
"846",846,31,"gi|505554628|gb|KC986629.1|B/Guangdong/GZ079/2009|15_May_2009|2009|China|AS"
"847",847,29,"gi|505554772|gb|KC986677.1|B/Guangdong/GZ441/2009|21_Jun_2009|2009|China|AS"
"848",848,30,"gi|505554646|gb|KC986635.1|B/Guangdong/GZ087/2009|22_May_2009|2009|China|AS"
"849",849,87,"gi|375306058|gb|CY109123.1|B/Guangdong/279/2010|Jul_2010|2010|China|AS"
"850",850,37,"gi|488465710|gb|KC892004.1|B/Rhode_Island/01/2012|04_Apr_2012|2012|USA|NA"
"851",851,85,"gi|375306150|gb|CY109159.1|B/Guangdong/84/2010|Apr_2010|2010|China|AS"
"852",852,85,"gi|375305829|gb|CY109032.1|B/Guangdong/165/2011|Aug_2011|2011|China|AS"
"853",853,36,"gi|505555177|gb|KC986812.1|B/Guangdong/GZ121/2010|19_May_2010|2010|China|AS"
"854",854,35,"gi|505555048|gb|KC986769.1|B/Guangdong/GZ061/2010|14_Apr_2010|2010|China|AS"
"855",855,84,"gi|375305732|gb|CY108993.1|B/Guangdong/151/2010|Apr_2010|2010|China|AS"
"856",856,39,"gi|488465164|gb|KC891797.1|B/New_Hampshire/04/2012|07_Mar_2012|2012|USA|NA"
"857",857,83,"gi|375305819|gb|CY109028.1|B/Guangdong/163/2011|Aug_2011|2011|China|AS"
"858",858,88,"gi|375305779|gb|CY109012.1|B/Guangdong/159/2011|Jul_2011|2011|China|AS"
"859",859,37,"gi|488464696|gb|KC891624.1|B/Tennessee/01/2012|18_Jan_2012|2012|USA|NA"
"860",860,85,"gi|375305737|gb|CY108995.1|B/Guangdong/151/2011|Jun_2011|2011|China|AS"
"861",861,86,"gi|375305774|gb|CY109010.1|B/Guangdong/158/2011|Jul_2011|2011|China|AS"
"862",862,86,"gi|375305769|gb|CY109008.1|B/Guangdong/157/2011|Jul_2011|2011|China|AS"
"863",863,86,"gi|375305747|gb|CY108999.1|B/Guangdong/152/2011|Jul_2011|2011|China|AS"
"864",864,86,"gi|375305679|gb|CY108972.1|B/Guangdong/135/2011|May_2011|2011|China|AS"
"865",865,87,"gi|375305611|gb|CY108945.1|B/Guangdong/11/2011|Feb_2011|2011|China|AS"
"866",866,34,"gi|505554721|gb|KC986660.1|B/Guangdong/GZ116/2009|12_Jun_2009|2009|China|AS"
"867",867,28,"gi|206812574|gb|FJ229870.1|B/Myanmar/M170/2007|01_Aug_2007|2007|Myanmar|AS"
"868",868,25,"gi|206812565|gb|FJ229867.1|B/Myanmar/M022/2007|02_Jul_2007|2007|Myanmar|AS"
"869",869,26,"gi|505554634|gb|KC986631.1|B/Guangdong/GZ082/2009|15_May_2009|2009|China|AS"
"870",870,27,"gi|505554619|gb|KC986626.1|B/Guangdong/GZ076/2009|13_May_2009|2009|China|AS"
"871",871,27,"gi|505554589|gb|KC986616.1|B/Guangdong/GZ060/2009|20_Mar_2009|2009|China|AS"
"872",872,32,"gi|505554580|gb|KC986613.1|B/Guangdong/GZ057/2009|18_Mar_2009|2009|China|AS"
"873",873,31,"gi|505554910|gb|KC986723.1|B/Guangdong/GZ496/2009|09_Sep_2009|2009|China|AS"
"874",874,31,"gi|505554889|gb|KC986716.1|B/Guangdong/GZ488/2009|21_Aug_2009|2009|China|AS"
"875",875,31,"gi|505554859|gb|KC986706.1|B/Guangdong/GZ473/2009|12_Aug_2009|2009|China|AS"
"876",876,76,"gi|375306104|gb|CY109141.1|B/Guangdong/3/2010|Jan_2010|2010|China|AS"
"877",877,80,"gi|375306038|gb|CY109115.1|B/Guangdong/274/2010|Jul_2010|2010|China|AS"
"878",878,78,"gi|375306120|gb|CY109147.1|B/Guangdong/4/2010|Jan_2010|2010|China|AS"
"879",879,78,"gi|375306094|gb|CY109137.1|B/Guangdong/297/2010|Jul_2010|2010|China|AS"
"880",880,78,"gi|375306018|gb|CY109107.1|B/Guangdong/269/2010|Jun_2010|2010|China|AS"
"881",881,78,"gi|375305930|gb|CY109072.1|B/Guangdong/24/2010|Mar_2010|2010|China|AS"
"882",882,78,"gi|375305712|gb|CY108985.1|B/Guangdong/148/2011|May_2011|2011|China|AS"
"883",883,78,"gi|375305684|gb|CY108974.1|B/Guangdong/136/2011|May_2011|2011|China|AS"
"884",884,78,"gi|375305674|gb|CY108970.1|B/Guangdong/134/2011|May_2011|2011|China|AS"
"885",885,78,"gi|375305601|gb|CY108941.1|B/Guangdong/107/2011|Mar_2011|2011|China|AS"
"886",886,80,"gi|375305727|gb|CY108991.1|B/Guangdong/150/2011|Jun_2011|2011|China|AS"
"887",887,80,"gi|375305717|gb|CY108987.1|B/Guangdong/149/2011|May_2011|2011|China|AS"
"888",888,30,"gi|505554625|gb|KC986628.1|B/Guangdong/GZ078/2009|13_May_2009|2009|China|AS"
"889",889,28,"gi|505554796|gb|KC986685.1|B/Guangdong/GZ450/2009|15_Jul_2009|2009|China|AS"
"890",890,28,"gi|505554793|gb|KC986684.1|B/Guangdong/GZ449/2009|15_Jul_2009|2009|China|AS"
"891",891,28,"gi|505554790|gb|KC986683.1|B/Guangdong/GZ448/2009|15_Jul_2009|2009|China|AS"
"892",892,29,"gi|505554673|gb|KC986644.1|B/Guangdong/GZ096/2009|27_May_2009|2009|China|AS"
"893",893,28,"gi|505554730|gb|KC986663.1|B/Guangdong/GZ119/2009|17_Jun_2009|2009|China|AS"
"894",894,27,"gi|505554676|gb|KC986645.1|B/Guangdong/GZ097/2009|27_May_2009|2009|China|AS"
"895",895,27,"gi|505554649|gb|KC986636.1|B/Guangdong/GZ088/2009|22_May_2009|2009|China|AS"
"896",896,28,"gi|505554652|gb|KC986637.1|B/Guangdong/GZ089/2009|22_May_2009|2009|China|AS"
"897",897,27,"gi|505554631|gb|KC986630.1|B/Guangdong/GZ080/2009|15_May_2009|2009|China|AS"
"898",898,27,"gi|505554610|gb|KC986623.1|B/Guangdong/GZ069/2009|08_May_2009|2009|China|AS"
"899",899,27,"gi|505554604|gb|KC986621.1|B/Guangdong/GZ067/2009|08_May_2009|2009|China|AS"
"900",900,27,"gi|505554706|gb|KC986655.1|B/Guangdong/GZ109/2009|05_Jun_2009|2009|China|AS"
"901",901,27,"gi|505554697|gb|KC986652.1|B/Guangdong/GZ106/2009|05_Jun_2009|2009|China|AS"
"902",902,25,"gi|505554664|gb|KC986641.1|B/Guangdong/GZ093/2009|27_May_2009|2009|China|AS"
"903",903,26,"gi|505554748|gb|KC986669.1|B/Guangdong/GZ131/2009|24_Jun_2009|2009|China|AS"
"904",904,26,"gi|505554742|gb|KC986667.1|B/Guangdong/GZ123/2009|19_Jun_2009|2009|China|AS"
"905",905,26,"gi|505554574|gb|KC986611.1|B/Guangdong/GZ054/2009|04_Mar_2009|2009|China|AS"
"906",906,48,"gi|119515887|gb|CY018415.1|B/Auckland/01/2000|09_May_2000|2000|New_Zealand|OC"
"907",907,45,"gi|125663409|gb|CY019685.1|B/Bangkok/143/1994|07_May_1994|1994|Thailand|AS"
"908",908,40,"gi|148276933|gb|EF584400.1|B/Johannesburg/84/98|1998|1998|South_Africa|AF"
"909",909,34,"gi|148276923|gb|EF584395.1|B/Victoria/1/97|1997|1997|Australia|OC"
"910",910,35,"gi|148276913|gb|EF584390.1|B/Brazil/69/97|1997|1997|Brazil|SA"
"911",911,38,"gi|148276903|gb|EF584385.1|B/Shanxi/146/98|1998|1998|China|AS"
"912",912,36,"gi|148276901|gb|EF584384.1|B/Nanchang/08/98|1998|1998|China|AS"
"913",913,36,"gi|148276929|gb|EF584398.1|B/Guam/74/97|1997|1997|Guam|OC"
"914",914,40,"gi|148276907|gb|EF584387.1|B/Brazil/09/98|1998|1998|Brazil|SA"
"915",915,42,"gi|148276909|gb|EF584388.1|B/Chile/3045/97|1997|1997|Chile|SA"
"916",916,41,"gi|148276911|gb|EF584389.1|B/Hawaii/04/97|1997|1997|USA|NA"
"917",917,38,"gi|148276953|gb|EF584410.1|B/New_Jersey/11/97|1997|1997|USA|NA"
"918",918,40,"gi|148276947|gb|EF584407.1|B/Texas/05/98|1998|1998|USA|NA"
"919",919,40,"gi|148276943|gb|EF584405.1|B/Sydney/13/1997|1997|1997|Australia|OC"
"920",920,40,"gi|148276905|gb|EF584386.1|B/Belgium/304/97|1997|1997|Belgium|EU"
"921",921,39,"gi|148276963|gb|EF584415.1|B/South_Dakota/01/97|1997|1997|USA|NA"
"922",922,39,"gi|148276931|gb|EF584399.1|B/Japan/697/97|1997|1997|Japan|AS"
"923",923,38,"gi|148276925|gb|EF584396.1|B/Fatik/27/98|1998|1998|Senegal|AF"
"924",924,36,"gi|148276965|gb|EF584416.1|B/Guangzhou/12/97|1997|1997|China|AS"
"925",925,33,"gi|488466078|gb|KC892143.1|B/Memphis/20/1996|1996|1996|USA|NA"
"926",926,33,"gi|488466038|gb|KC892127.1|B/Memphis/20/1996|1996|1996|USA|NA"
"927",927,33,"gi|254927581|gb|GQ423425.1|B/Memphis/20/96|1996|1996|USA|NA"
"928",928,35,"gi|488466068|gb|KC892139.1|B/Memphis/20/1996|1996|1996|USA|NA"
"929",929,35,"gi|254927578|gb|GQ423424.1|B/Memphis/20/96|1996|1996|USA|NA"
"930",930,38,"gi|631491033|gb|CY040443.2|B/Harbin/7/1994|1994|1994|China|AS"
"931",931,42,"gi|148276967|gb|EF584417.1|B/Montevideo/183/96|1996|1996|Uruguay|SA"
"932",932,39,"gi|119516362|gb|CY018623.1|B/Shizuoka/480/2000|2000|2000|Japan|AS"
"933",933,16,"gi|134306669|gb|EF512578.1|B/Hawaii/10/2004|2004|2004|USA|NA"
"934",934,19,"gi|114942035|gb|CY015303.1|B/Hawaii/20e/2004|27_Oct_2004|2004|USA|NA"
"935",935,20,"gi|114941928|gb|CY015286.1|B/Hawaii/13e/2004|21_Jun_2004|2004|USA|NA"
"936",936,19,"gi|206812559|gb|FJ229865.1|B/Myanmar/M052/2005|03_Aug_2005|2005|Myanmar|AS"
"937",937,19,"gi|206812553|gb|FJ229863.1|B/Myanmar/M024/2005|20_Jul_2005|2005|Myanmar|AS"
"938",938,19,"gi|206812547|gb|FJ229861.1|B/Myanmar/M015/2005|19_Jul_2005|2005|Myanmar|AS"
"939",939,22,"gi|206812550|gb|FJ229862.1|B/Myanmar/M020/2005|19_Jul_2005|2005|Myanmar|AS"
"940",940,17,"gi|146216921|gb|EF566111.1|B/Brisbane/32/2002|2002|2002|Australia|OC"
"941",941,17,"gi|237689733|gb|CY040419.1|B/Taiwan/3246/2002|13_Jun_2002|2002|Taiwan|AS"
"942",942,13,"gi|119515316|gb|CY018175.1|B/Houston/B74/2002|18_Mar_2002|2002|USA|NA"
"943",943,17,"gi|549406190|gb|CY151387.1|B/Brisbane/52/2002|18_Jul_2002|2002|Australia|OC"
"944",944,15,"gi|237689714|gb|CY040411.1|B/Taiwan/2643/2002|21_May_2002|2002|Taiwan|AS"
"945",945,20,"gi|549396489|gb|CY151003.1|B/Victoria/133/2002|30_May_2002|2002|Australia|OC"
"946",946,16,"gi|314914273|gb|HQ695929.1|B/Lipetsk/14/2002|2002|2002|Russia|AS"
"947",947,16,"gi|314914269|gb|HQ695927.1|B/Denmark/25/2002|22_Mar_2002|2002|Denmark|EU"
"948",948,16,"gi|314914267|gb|HQ695926.1|B/Belgium/969/2002|02_Apr_2002|2002|Belgium|EU"
"949",949,10,"gi|302372447|gb|CY068894.1|B/Memphis/1/2003|2003|2003|USA|NA"
"950",950,11,"gi|134306657|gb|EF512574.1|B/Brazil/658/2004|2004|2004|Brazil|SA"
"951",951,26,"gi|333610078|gb|JF972548.1|B/New_York/39/2001|04_Jan_2001|2001|USA|NA"
"952",952,35,"gi|549408185|gb|CY152228.1|B/Newcastle/12/2005|22_Sep_2005|2005|Australia|OC"
"953",953,39,"gi|194351812|gb|CY033910.1|B/Taiwan/72068/2004|02_Dec_2004|2004|Taiwan|AS"
"954",954,39,"gi|327506246|gb|JF733864.1|B/Gifu_C/14/2005|2005|2005|Japan|AS"
"955",955,39,"gi|327506231|gb|JF733859.1|B/Gifu_C/4/2005|2005|2005|Japan|AS"
"956",956,39,"gi|327506228|gb|JF733858.1|B/Gifu_C/2/2005|2005|2005|Japan|AS"
"957",957,38,"gi|327506225|gb|JF733857.1|B/Gifu_C/1/2005|2005|2005|Japan|AS"
"958",958,38,"gi|327506234|gb|JF733860.1|B/Gifu_C/6/2005|2005|2005|Japan|AS"
"959",959,37,"gi|327506279|gb|JF733875.1|B/Yamaguchi/46/2005|2005|2005|Japan|AS"
"960",960,37,"gi|327506249|gb|JF733865.1|B/Gifu_C/21/2005|2005|2005|Japan|AS"
"961",961,37,"gi|327506237|gb|JF733861.1|B/Gifu_C/10/2005|2005|2005|Japan|AS"
"962",962,39,"gi|327506261|gb|JF733869.1|B/Niigata/315/2005|2005|2005|Japan|AS"
"963",963,38,"gi|327506258|gb|JF733868.1|B/Niigata/243/2005|2005|2005|Japan|AS"
"964",964,37,"gi|206812556|gb|FJ229864.1|B/Myanmar/M047/2005|30_Jul_2005|2005|Myanmar|AS"
"965",965,37,"gi|327506276|gb|JF733874.1|B/Yamaguchi/27/2005|2005|2005|Japan|AS"
"966",966,39,"gi|327506273|gb|JF733873.1|B/Yamaguchi/15/2005|2005|2005|Japan|AS"
"967",967,39,"gi|327506270|gb|JF733872.1|B/Yamaguchi/13/2005|2005|2005|Japan|AS"
"968",968,39,"gi|327506222|gb|JF733856.1|B/Fukuoka_C/24/2005|2005|2005|Japan|AS"
"969",969,39,"gi|327506219|gb|JF733855.1|B/Fukuoka_C/20/2005|2005|2005|Japan|AS"
"970",970,39,"gi|327506210|gb|JF733852.1|B/Chiba/1/2005|2005|2005|Japan|AS"
"971",971,38,"gi|134306666|gb|EF512577.1|B/Hong_Kong/64/2004|2004|2004|China|AS"
"972",972,38,"gi|194351831|gb|CY033918.1|B/Taiwan/783/2005|23_Mar_2005|2005|Taiwan|AS"
"973",973,37,"gi|194351774|gb|CY033894.1|B/Taiwan/481/2001|15_Feb_2001|2001|Taiwan|AS"
"974",974,37,"gi|194351755|gb|CY033886.1|B/Taiwan/45/2001|03_Jan_2001|2001|Taiwan|AS"
"975",975,37,"gi|194351793|gb|CY033902.1|B/Taiwan/634/2001|28_Feb_2001|2001|Taiwan|AS"
"976",976,30,"gi|333610096|gb|JF972554.1|B/Akita/41/2001|09_Mar_2001|2001|Japan|AS"
"977",977,32,"gi|148276949|gb|EF584408.1|B/Toulouse/1454/98|1998|1998|France|EU"
"978",978,30,"gi|148276955|gb|EF584411.1|B/Switzerland/6940/98|1998|1998|Switzerland|EU"
"979",979,32,"gi|148276935|gb|EF584401.1|B/Madrid/G_818/98|1998|1998|Spain|EU"
"980",980,32,"gi|148276919|gb|EF584393.1|B/Latvia/2702/99|1999|1999|Latvia|EU"
"981",981,31,"gi|148276895|gb|EF584381.1|B/Salamanca/5/99|1999|1999|Spain|EU"
"982",982,31,"gi|148276891|gb|EF584379.1|B/Prague/929/99|1999|1999|Czech_Republic|EU"
"983",983,29,"gi|148276927|gb|EF584397.1|B/Finland/607/98|1998|1998|Finland|EU"
"984",984,29,"gi|148276917|gb|EF584392.1|B/Israel/1/99|1999|1999|Israel|AS"
"985",985,28,"gi|148276941|gb|EF584404.1|B/Switzerland/9359/99|1999|1999|Switzerland|EU"
"986",986,29,"gi|148276893|gb|EF584380.1|B/Stockholm/2/99|1999|1999|Sweden|EU"
"987",987,23,"gi|333610087|gb|JF972551.1|B/Fukushima/90/2001|27_Mar_2001|2001|Japan|AS"
"988",988,24,"gi|333610072|gb|JF972546.1|B/Akita/34/2001|08_Mar_2001|2001|Japan|AS"
"989",989,28,"gi|333610099|gb|JF972555.1|B/Kagoshima/2/2001|29_Jan_2001|2001|Japan|AS"
"990",990,26,"gi|333610093|gb|JF972553.1|B/Iwate/1038/2001|19_Mar_2001|2001|Japan|AS"
"991",991,26,"gi|148276939|gb|EF584403.1|B/Stockholm/20/98|1998|1998|Sweden|EU"
"992",992,26,"gi|148276951|gb|EF584409.1|B/Austria/11135/99|1999|1999|Austria|EU"
"993",993,24,"gi|333610075|gb|JF972547.1|B/Sapporo/70/2001|31_Mar_2001|2001|Japan|AS"
"994",994,22,"gi|333610102|gb|JF972556.1|B/Texas/02/2001|02_Jan_2001|2001|USA|NA"
"995",995,26,"gi|488466073|gb|KC892141.1|B/Rochester/02/2001|2001|2001|USA|NA"
"996",996,26,"gi|488466027|gb|KC892123.1|B/Rochester/02/2001|2001|2001|USA|NA"
"997",997,24,"gi|488466054|gb|KC892133.1|B/Rochester/02/2001|2001|2001|USA|NA"
"998",998,25,"gi|333610084|gb|JF972550.1|B/New_Jersey/02/2001|05_Jan_2001|2001|USA|NA"
"999",999,31,"gi|552547394|gb|KF364373.2|B/India/C117504/2010|12_Oct_2010|2010|India|AS"
"1000",1000,30,"gi|552547391|gb|KF364369.2|B/India/C117497/2010|29_Sep_2010|2010|India|AS"
"1001",1001,25,"gi|476403969|gb|KC813520.1|B/California/01/2011|03_Jan_2011|2011|USA|NA"
"1002",1002,24,"gi|327365420|gb|JF693262.1|B/Kol/N_67/2009|11_Aug_2009|2009|India|AS"
"1003",1003,78,"gi|375305669|gb|CY108968.1|B/Guangdong/131/2010|Apr_2010|2010|China|AS"
"1004",1004,70,"gi|375305806|gb|CY109023.1|B/Guangdong/162/2010|Apr_2010|2010|China|AS"
"1005",1005,69,"gi|375305789|gb|CY109016.1|B/Guangdong/160/2010|Apr_2010|2010|China|AS"
"1006",1006,22,"gi|505554811|gb|KC986690.1|B/Guangdong/GZ455/2009|22_Jul_2009|2009|China|AS"
"1007",1007,19,"gi|476404123|gb|KC813579.1|B/Nevada/06/2011|06_Jan_2011|2011|USA|NA"
"1008",1008,18,"gi|351590005|gb|JN790346.1|B/Niigata/10F497/2011|22_Feb_2011|2011|Japan|AS"
"1009",1009,18,"gi|351590003|gb|JN790345.1|B/Niigata/10F493/2011|22_Feb_2011|2011|Japan|AS"
"1010",1010,18,"gi|351589999|gb|JN790343.1|B/Niigata/10F476/2011|09_Feb_2011|2011|Japan|AS"
"1011",1011,18,"gi|351589993|gb|JN790340.1|B/Niigata/10F244/2011|02_Feb_2011|2011|Japan|AS"
"1012",1012,18,"gi|351589989|gb|JN790338.1|B/Niigata/10F083/2011|24_Jan_2011|2011|Japan|AS"
"1013",1013,18,"gi|351589987|gb|JN790337.1|B/Niigata/10F053/2011|21_Jan_2011|2011|Japan|AS"
"1014",1014,18,"gi|351589985|gb|JN790336.1|B/Niigata/10F016/2011|17_Jan_2011|2011|Japan|AS"
"1015",1015,18,"gi|351589983|gb|JN790335.1|B/Niigata/10F008/2011|17_Jan_2011|2011|Japan|AS"
"1016",1016,20,"gi|351589967|gb|JN790327.1|B/Kyoto/10K317/2011|19_Feb_2011|2011|Japan|AS"
"1017",1017,21,"gi|476405536|gb|KC814122.1|B/New_Jersey/01/2011|31_Jan_2011|2011|USA|NA"
"1018",1018,20,"gi|356599824|gb|JN993156.1|B/Maryland/08/2010|20_Dec_2010|2010|USA|NA"
"1019",1019,19,"gi|356599576|gb|JN993063.1|B/Texas/02/2010|06_Aug_2010|2010|USA|NA"
"1020",1020,19,"gi|476405007|gb|KC813919.1|B/Florida/07/2011|23_Mar_2011|2011|USA|NA"
"1021",1021,19,"gi|356599345|gb|JN992976.1|B/North_Carolina/05/2010|03_Dec_2010|2010|USA|NA"
"1022",1022,18,"gi|356598955|gb|JN992829.1|B/South_Carolina/03/2010|12_Oct_2010|2010|USA|NA"
"1023",1023,18,"gi|356598987|gb|JN992841.1|B/Florida/05/2010|18_Nov_2010|2010|USA|NA"
"1024",1024,17,"gi|476404657|gb|KC813787.1|B/Nevada/01/2011|10_Jan_2011|2011|USA|NA"
"1025",1025,17,"gi|356599171|gb|JN992910.1|B/Florida/08/2010|08_Dec_2010|2010|USA|NA"
"1026",1026,15,"gi|505555174|gb|KC986811.1|B/Guangdong/GZ120/2010|19_May_2010|2010|China|AS"
"1027",1027,17,"gi|505555075|gb|KC986778.1|B/Guangdong/GZ071/2010|21_Apr_2010|2010|China|AS"
"1028",1028,15,"gi|505555060|gb|KC986773.1|B/Guangdong/GZ065/2010|16_Apr_2010|2010|China|AS"
"1029",1029,17,"gi|505555018|gb|KC986759.1|B/Guangdong/GZ048/2010|07_Apr_2010|2010|China|AS"
"1030",1030,17,"gi|356599107|gb|JN992886.1|B/Alabama/03/2010|01_Nov_2010|2010|USA|NA"
"1031",1031,17,"gi|356599099|gb|JN992883.1|B/Alabama/03/2010|01_Nov_2010|2010|USA|NA"
"1032",1032,17,"gi|356598963|gb|JN992832.1|B/Alabama/02/2010|01_Nov_2010|2010|USA|NA"
"1033",1033,17,"gi|356598867|gb|JN992796.1|B/Florida/02/2010|18_Oct_2010|2010|USA|NA"
"1034",1034,16,"gi|505555033|gb|KC986764.1|B/Guangdong/GZ055/2010|09_Apr_2010|2010|China|AS"
"1035",1035,71,"gi|375305864|gb|CY109046.1|B/Guangdong/173/2010|May_2010|2010|China|AS"
"1036",1036,16,"gi|347665307|gb|JN663827.1|B/Riyadh/1/2010|25_Nov_2010|2010|Saudi_Arabia|AS"
"1037",1037,17,"gi|351589971|gb|JN790329.1|B/Kyoto/10K463/2011|09_Feb_2011|2011|Japan|AS"
"1038",1038,16,"gi|351589961|gb|JN790324.1|B/Kyoto/10K156/2011|25_Jan_2011|2011|Japan|AS"
"1039",1039,19,"gi|403491875|gb|JX513072.1|B/Thailand/CU_B5671/2011|15_Sep_2011|2011|Thailand|AS"
"1040",1040,70,"gi|375306160|gb|CY109163.1|B/Guangdong/87/2010|Apr_2010|2010|China|AS"
"1041",1041,19,"gi|375298205|gb|CY109170.1|B/Novosibirsk/RII4/2011|01_Feb_2011|2011|Russia|AS"
"1042",1042,70,"gi|375305654|gb|CY108962.1|B/Guangdong/126/2011|Apr_2011|2011|China|AS"
"1043",1043,19,"gi|356598787|gb|JN992766.1|B/Iowa/02/2010|10_Feb_2010|2010|USA|NA"
"1044",1044,17,"gi|356598782|gb|JN992764.1|B/Iowa/01/2010|27_Jan_2010|2010|USA|NA"
"1045",1045,17,"gi|356598774|gb|JN992761.1|B/Iowa/01/2010|27_Jan_2010|2010|USA|NA"
"1046",1046,18,"gi|505555120|gb|KC986793.1|B/Guangdong/GZ091/2010|28_Apr_2010|2010|China|AS"
"1047",1047,18,"gi|505554988|gb|KC986749.1|B/Guangdong/GZ036/2010|31_Mar_2010|2010|China|AS"
"1048",1048,19,"gi|351589963|gb|JN790325.1|B/Kyoto/10K164/2011|01_Feb_2011|2011|Japan|AS"
"1049",1049,18,"gi|505555087|gb|KC986782.1|B/Guangdong/GZ076/2010|21_Apr_2010|2010|China|AS"
"1050",1050,17,"gi|375298225|gb|CY109178.1|B/Novosibirsk/RII16/2011|13_Apr_2011|2011|Russia|AS"
"1051",1051,16,"gi|375298215|gb|CY109174.1|B/Omsk/RII28/2011|04_Apr_2011|2011|Russia|AS"
"1052",1052,18,"gi|375298220|gb|CY109176.1|B/Kaliningrad/RII21/2011|10_Feb_2011|2011|Russia|AS"
"1053",1053,17,"gi|505555171|gb|KC986810.1|B/Guangdong/GZ118/2010|19_May_2010|2010|China|AS"
"1054",1054,17,"gi|476405058|gb|KC813938.1|B/Montana/05/2011|13_Apr_2011|2011|USA|NA"
"1055",1055,17,"gi|476404890|gb|KC813875.1|B/Montana/02/2011|02_Feb_2011|2011|USA|NA"
"1056",1056,17,"gi|505555084|gb|KC986781.1|B/Guangdong/GZ074/2010|21_Apr_2010|2010|China|AS"
"1057",1057,18,"gi|351590007|gb|JN790347.1|B/Niigata/10F529/2011|01_Mar_2011|2011|Japan|AS"
"1058",1058,18,"gi|351589997|gb|JN790342.1|B/Niigata/10F385/2011|10_Feb_2011|2011|Japan|AS"
"1059",1059,17,"gi|402485568|gb|JX465475.1|B/Gyeonggi/128/2010|07_Apr_2010|2010|South_Korea|AS"
"1060",1060,17,"gi|403491609|gb|JX513184.1|B/Thailand/CU_H2738/2010|17_Nov_2010|2010|Thailand|AS"
"1061",1061,16,"gi|505555066|gb|KC986775.1|B/Guangdong/GZ067/2010|16_Apr_2010|2010|China|AS"
"1062",1062,16,"gi|505555111|gb|KC986790.1|B/Guangdong/GZ088/2010|23_Apr_2010|2010|China|AS"
"1063",1063,17,"gi|505555102|gb|KC986787.1|B/Guangdong/GZ084/2010|23_Apr_2010|2010|China|AS"
"1064",1064,17,"gi|505555069|gb|KC986776.1|B/Guangdong/GZ069/2010|16_Apr_2010|2010|China|AS"
"1065",1065,68,"gi|375306145|gb|CY109157.1|B/Guangdong/83/2010|Apr_2010|2010|China|AS"
"1066",1066,69,"gi|375305953|gb|CY109081.1|B/Guangdong/253/2010|Jun_2010|2010|China|AS"
"1067",1067,68,"gi|375305849|gb|CY109040.1|B/Guangdong/169/2010|May_2010|2010|China|AS"
"1068",1068,69,"gi|375305707|gb|CY108983.1|B/Guangdong/145/2011|May_2011|2011|China|AS"
"1069",1069,69,"gi|375305687|gb|CY108975.1|B/Guangdong/14/2010|Mar_2010|2010|China|AS"
"1070",1070,67,"gi|375305649|gb|CY108960.1|B/Guangdong/125/2011|Apr_2011|2011|China|AS"
"1071",1071,67,"gi|375305634|gb|CY108954.1|B/Guangdong/121/2011|Apr_2011|2011|China|AS"
"1072",1072,67,"gi|375305631|gb|CY108953.1|B/Guangdong/117/2011|Apr_2011|2011|China|AS"
"1073",1073,16,"gi|505554979|gb|KC986746.1|B/Guangdong/GZ031/2010|24_Mar_2010|2010|China|AS"
"1074",1074,16,"gi|505554973|gb|KC986744.1|B/Guangdong/GZ029/2010|24_Mar_2010|2010|China|AS"
"1075",1075,16,"gi|505555183|gb|KC986814.1|B/Guangdong/GZ123/2010|21_May_2010|2010|China|AS"
"1076",1076,16,"gi|505555180|gb|KC986813.1|B/Guangdong/GZ122/2010|19_May_2010|2010|China|AS"
"1077",1077,16,"gi|505555150|gb|KC986803.1|B/Guangdong/GZ111/2010|12_May_2010|2010|China|AS"
"1078",1078,16,"gi|505555126|gb|KC986795.1|B/Guangdong/GZ096/2010|28_Apr_2010|2010|China|AS"
"1079",1079,15,"gi|505555030|gb|KC986763.1|B/Guangdong/GZ053/2010|09_Apr_2010|2010|China|AS"
"1080",1080,16,"gi|505555009|gb|KC986756.1|B/Guangdong/GZ045/2010|06_Apr_2010|2010|China|AS"
